MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
385,Gilgamesh,6.65,"Drama, Fantasy, Sci-Fi, Supernatural",Gilgamesh,ギルガメッシュ,TV,26,"Nov 2, 2003 to Mar 18, 2004",Fall 2003,Kansai Telecasting,ADV Films,"Group TAC, Japan Vistec",Manga,23 min. per ep.,R - 17+ (violence & profanity),5142.0,2776,33930,173,1543,10972,1831,2730,16854,557.0,935.0,1724.0,2427.0,1782.0,1260.0,791.0,357.0,236.0,176.0
386,H2,7.27,"Comedy, Sports, Romance, Shounen",Unknown,Ｈ２[エイチ・ツー],TV,41,"Jun 1, 1995 to Mar 21, 1996",Summer 1995,Asahi Broadcasting,Unknown,Production Reed,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2499.0,5425,7721,24,465,3394,424,362,3076,167.0,305.0,738.0,900.0,420.0,173.0,43.0,21.0,10.0,13.0
387,Haibane Renmei,7.99,"Slice of Life, Mystery, Psychological, Drama, Fantasy",Haibane Renmei,灰羽連盟,TV,13,"Oct 10, 2002 to Dec 19, 2002",Fall 2002,"Kadokawa Shoten, Fuji TV, Studio Tulip","Funimation, Geneon Entertainment USA",Radix,Other,24 min. per ep.,PG-13 - Teens 13 or older,548.0,700,210376,5890,8977,94017,8068,5394,93920,13051.0,18417.0,22070.0,15117.0,6530.0,3230.0,1227.0,460.0,281.0,392.0
388,Capeta,7.83,"Cars, Shounen, Sports",Unknown,カペタ,TV,52,"Oct 4, 2005 to Sep 26, 2006",Fall 2005,"TV Tokyo, Sotsu, Marvelous, Delfi Sound",Unknown,Studio Comet,Manga,23 min. per ep.,PG - Children,765.0,3652,20204,240,1064,11499,854,999,5788,1137.0,1743.0,2888.0,2130.0,891.0,385.0,116.0,51.0,23.0,46.0
389,Karas,7.42,"Action, Sci-Fi, Super Power, Fantasy",Karas,鴉 -KARAS-,OVA,6,"Mar 25, 2005 to Oct 26, 2007",Unknown,Showgate,Manga Entertainment,Tatsunoko Production,Original,30 min. per ep.,R - 17+ (violence & profanity),1826.0,2067,57413,325,2041,31891,2286,1939,19256,2475.0,3859.0,6770.0,6940.0,3420.0,1748.0,709.0,291.0,116.0,75.0
390,Suzuka,7.22,"Sports, Drama, Romance, Shounen",Suzuka,涼風,TV,26,"Jul 7, 2005 to Dec 29, 2005",Summer 2005,"Marvelous, Starchild Records, Studio Jack",Funimation,Studio Comet,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2698.0,1397,99851,688,3918,60350,3318,4318,27947,3438.0,6152.0,11826.0,13789.0,7084.0,3588.0,1587.0,617.0,361.0,285.0
391,Tales of Phantasia The Animation,6.82,"Adventure, Fantasy, Shounen",Tales of Phantasia,テイルズ オブ ファンタジア THE ANIMATION,OVA,4,"Nov 25, 2004 to Feb 24, 2006",Unknown,"Geneon Universal Entertainment, Frontier Works",Geneon Entertainment USA,Actas,Game,30 min. per ep.,PG-13 - Teens 13 or older,4371.0,3594,20649,48,514,12771,546,371,6447,491.0,786.0,1717.0,3046.0,1993.0,1059.0,367.0,140.0,63.0,26.0
392,Yuu☆Yuu☆Hakusho,8.45,"Action, Comedy, Demons, Supernatural, Martial Arts, Shounen",Yu Yu Hakusho:Ghost Files,幽☆遊☆白書,TV,112,"Oct 10, 1992 to Jan 7, 1995",Fall 1992,"Yomiko Advertising, Fuji TV",Funimation,Studio Pierrot,Manga,24 min. per ep.,PG-13 - Teens 13 or older,127.0,257,475397,17768,48404,255542,38905,18135,114411,53772.0,64137.0,67564.0,35884.0,10733.0,3923.0,1089.0,424.0,186.0,509.0
393,Escaflowne,7.08,"Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo",Escaflowne:A Girl in Gaea,エスカフローネ,Movie,1,"Jun 24, 2000",Unknown,Atelier Musa,"Funimation, Bandai Entertainment","Bones, Sunrise",Original,1 hr. 37 min.,PG-13 - Teens 13 or older,3284.0,2053,57663,188,1017,38313,625,525,17183,1865.0,3281.0,6409.0,7799.0,4344.0,2246.0,1077.0,388.0,220.0,109.0
394,Ai Yori Aoshi: Enishi,7.16,"Comedy, Drama, Harem, Romance, Slice of Life",Ai Yori Aoshi:Enishi,藍より青し～縁～,TV,12,"Oct 13, 2003 to Dec 29, 2003",Fall 2003,"Geneon Universal Entertainment, Rondo Robe, Movic, Cosmic Ray","Funimation, Geneon Entertainment USA",J.C.Staff,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2938.0,2223,51522,88,1157,39986,1082,1115,8182,1891.0,3262.0,6611.0,8867.0,5052.0,2288.0,733.0,269.0,144.0,81.0
395,Gantz 2nd Stage,7.08,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi",Gantz:Second Stage,ガンツ,TV,13,"Aug 26, 2004 to Nov 18, 2004",Summer 2004,Fuji TV,"ADV Films, Funimation",Gonzo,Manga,23 min. per ep.,R+ - Mild Nudity,3291.0,1096,135793,464,2096,108501,1459,1769,21968,6640.0,10923.0,18665.0,21966.0,12127.0,6097.0,3605.0,1703.0,1074.0,782.0
396,Seikai no Senki,7.72,"Action, Military, Romance, Sci-Fi, Space",Banner of the Stars,星界の戦旗,TV,13,"Apr 14, 2000 to Jul 14, 2000",Spring 2000,"Bandai Visual, WOWOW","Funimation, Bandai Entertainment",Sunrise,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,987.0,3069,28349,261,1027,16557,769,592,9404,1322.0,2347.0,3931.0,3142.0,1188.0,523.0,187.0,69.0,29.0,29.0
397,Seikai no Senki II,7.84,"Action, Military, Romance, Sci-Fi, Space",Banner of the Stars II,星界の戦旗 II,TV,10,"Jul 11, 2001 to Sep 26, 2001",Summer 2001,"Bandai Visual, WOWOW","Funimation, Bandai Entertainment",Sunrise,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,765.0,3643,20225,116,530,13721,408,258,5308,1169.0,2117.0,3332.0,2420.0,863.0,337.0,107.0,40.0,19.0,16.0
398,Seikai no Senki III,7.7,"Action, Military, Romance, Sci-Fi, Space",Unknown,星界の戦旗 III,OVA,2,"Aug 6, 2005",Unknown,Bandai Visual,Funimation,Sunrise,Light novel,37 min. per ep.,PG-13 - Teens 13 or older,1015.0,4103,15563,52,382,10702,200,134,4145,823.0,1443.0,2539.0,2001.0,768.0,325.0,96.0,34.0,21.0,18.0
399,Seikai no Senki Special,7.26,"Action, Military, Romance, Sci-Fi, Space",Unknown,星界の戦旗 特別編,Special,1,"Jul 4, 2001",Unknown,"Bandai Visual, WOWOW",Unknown,Sunrise,Light novel,2 hr.,PG-13 - Teens 13 or older,2542.0,7827,2978,2,66,1673,53,75,1111,105.0,120.0,281.0,307.0,141.0,73.0,17.0,6.0,8.0,7.0
400,Seihou Bukyou Outlaw Star,7.87,"Action, Sci-Fi, Adventure, Space, Comedy",Outlaw Star,星方武侠アウトロースター,TV,24,"Jan 9, 1998 to Jun 26, 1998",Winter 1998,"Sotsu, Victor Entertainment","Funimation, Bandai Entertainment",Sunrise,Manga,25 min. per ep.,R+ - Mild Nudity,714.0,1180,125411,2134,6145,65883,5234,3074,45075,6280.0,11345.0,17141.0,12793.0,4465.0,1807.0,525.0,143.0,87.0,75.0
401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,8.0,"Romance, Samurai, Historical, Drama, Shounen",Samurai X:Reflection,るろうに剣心 -明治剣客浪漫譚- 星霜編,OVA,2,"Dec 3, 2001",Unknown,SME Visual Works,"ADV Films, Aniplex of America",Studio Deen,Manga,42 min. per ep.,R - 17+ (violence & profanity),542.0,1795,71296,400,1029,55197,673,420,13977,8462.0,8795.0,10564.0,6832.0,2908.0,1387.0,807.0,299.0,248.0,235.0
402,Otogi Juushi Akazukin OVA,6.48,"Adventure, Comedy, Magic, Fantasy",Unknown,おとぎ銃士 赤ずきん,OVA,1,"Feb 20, 2005",Unknown,Unknown,Unknown,Madhouse,Original,37 min.,PG-13 - Teens 13 or older,6006.0,9540,1501,1,38,810,31,40,582,28.0,23.0,76.0,171.0,143.0,80.0,16.0,8.0,6.0,9.0
403,Hanaukyou Maid-tai,6.62,"Comedy, Ecchi, Harem, Romance",Unknown,花右京メイド隊,TV,12,"Apr 12, 2001 to Jun 28, 2001",Spring 2001,m.o.e.,Unknown,Daume,Manga,14 min. per ep.,R+ - Mild Nudity,5297.0,3143,27191,43,1113,17078,789,1164,7047,600.0,859.0,1836.0,3374.0,2691.0,1590.0,712.0,294.0,162.0,89.0
404,Bastard!!: Ankoku no Hakaishin,6.75,"Action, Adventure, Comedy, Ecchi, Fantasy, Seinen",Bastard!!,バスタード!! 暗黒の破壊神,OVA,6,"Aug 25, 1992 to Jun 25, 1993",Unknown,Shueisha,Geneon Entertainment USA,AIC,Manga,26 min. per ep.,R+ - Mild Nudity,4679.0,3016,29202,133,869,18022,738,1026,8547,790.0,1315.0,2506.0,3841.0,2914.0,1614.0,736.0,283.0,177.0,113.0
405,Blood: The Last Vampire,6.91,"Horror, Supernatural, Vampire",Blood:The Last Vampire,BLOOD THE LAST VAMPIRE (ブラッド ザ ラスト ヴァンパイア),Movie,1,"Nov 18, 2000",Unknown,"Aniplex, Sony Interactive Entertainment",Manga Entertainment,Production I.G,Original,48 min.,R - 17+ (violence & profanity),3984.0,1488,92672,242,1220,70311,640,550,19951,2630.0,5152.0,11007.0,15321.0,9549.0,5037.0,2081.0,823.0,414.0,249.0
406,Buzzer Beater,6.56,"Shounen, Sports",Unknown,BUZZER BEATER,TV,13,"Feb 5, 2005 to Apr 30, 2005",Winter 2005,Unknown,Unknown,TMS Entertainment,Web manga,25 min. per ep.,PG-13 - Teens 13 or older,5558.0,4474,12576,13,413,7603,396,771,3393,233.0,364.0,909.0,1535.0,1266.0,691.0,346.0,151.0,71.0,75.0
407,Tantei Gakuen Q,7.76,"Comedy, Drama, Mystery, Police, Shounen",Detective School Q,探偵学園Q,TV,45,"Apr 15, 2003 to Mar 20, 2004",Spring 2003,"Group TAC, Kodansha",Unknown,Studio Pierrot,Manga,25 min. per ep.,PG-13 - Teens 13 or older,906.0,3072,28305,238,1325,14895,1563,1186,9336,1312.0,2098.0,3754.0,3061.0,1185.0,493.0,113.0,45.0,29.0,25.0
408,Final Fantasy VII: Last Order,7.33,"Action, Adventure, Drama, Fantasy, Sci-Fi",Final Fantasy VII:Last Order,ラストオーダー -ファイナルファンタジーVII-,Special,1,"Sep 14, 2005",Unknown,"Sony Pictures Entertainment, Square Enix",Unknown,Madhouse,Game,25 min.,PG-13 - Teens 13 or older,2216.0,1995,60056,151,522,50105,306,177,8946,3195.0,4789.0,8708.0,10591.0,5432.0,2438.0,708.0,288.0,124.0,88.0
411,Gun x Sword,7.28,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",Gun x Sword,ガン×ソード,TV,26,"Jul 4, 2005 to Dec 26, 2005",Summer 2005,Studio Tulip,"Funimation, Geneon Entertainment USA",AIC ASTA,Original,24 min. per ep.,PG-13 - Teens 13 or older,2441.0,1894,65323,327,3096,35795,3565,3586,19281,1778.0,3539.0,7385.0,9193.0,4295.0,2147.0,743.0,263.0,128.0,83.0
412,Kore ga Watashi no Goshujinsama,6.56,"Comedy, Ecchi, Slice of Life",He is My Master,これが私の御主人様,TV,12,"Apr 8, 2005 to Jul 1, 2005",Spring 2005,"Geneon Universal Entertainment, TBS, DAX Production, Memory-Tech",Sentai Filmworks,"Gainax, Shaft",Manga,24 min. per ep.,R+ - Mild Nudity,5600.0,1819,69569,139,2336,44737,2743,4592,15161,1461.0,2569.0,5859.0,9804.0,7557.0,4661.0,2265.0,1006.0,537.0,375.0
413,Hametsu no Mars,2.23,"Sci-Fi, Horror",Mars of Destruction,破滅のマルス,OVA,1,"Jul 6, 2005",Unknown,"Idea Factory, King Records, Design Factory",Unknown,WAO World,Visual novel,19 min.,R - 17+ (violence & profanity),11058.0,2216,52059,278,643,41464,253,845,8854,2438.0,138.0,183.0,275.0,372.0,648.0,1199.0,2648.0,7692.0,22048.0
415,Tonari no Yamada-kun,7.19,"Slice of Life, Comedy",My Neighbors the Yamadas,ホーホケキョ となりの山田くん,Movie,1,"Jul 17, 1999",Unknown,Tokuma Shoten,"Walt Disney Studios, GKIDS",Studio Ghibli,4-koma manga,1 hr. 44 min.,G - All Ages,2811.0,2796,33789,79,489,23117,398,374,9411,1245.0,2205.0,4290.0,5189.0,2826.0,1411.0,523.0,230.0,108.0,85.0
416,Kurenai no Buta,7.98,"Action, Military, Adventure, Comedy, Historical, Drama, Romance",Porco Rosso,紅の豚,Movie,1,"Jul 18, 1992",Unknown,"Tokuma Shoten, Nippon Television Network","Walt Disney Studios, GKIDS",Studio Ghibli,Manga,1 hr. 33 min.,G - All Ages,564.0,895,166615,1350,1720,135717,865,480,27833,14429.0,23305.0,32660.0,22402.0,7946.0,2814.0,905.0,290.0,148.0,117.0
417,Ragnarök The Animation,6.47,"Action, Magic, Fantasy",Ragnarok the Animation,RAGNARÖK THE ANIMATION,TV,26,"Apr 7, 2004 to Sep 29, 2004",Spring 2004,Frontier Works,Funimation,G&G Entertainment,Game,24 min. per ep.,PG-13 - Teens 13 or older,6033.0,2451,42946,120,1530,27148,1745,3412,9111,1128.0,1479.0,3188.0,5671.0,4670.0,3041.0,1646.0,784.0,428.0,275.0
418,Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,7.26,"Adventure, Comedy, Shounen","Ranma ½:Big Trouble in Nekonron, China",らんま 1/2 中国寝崑崙大決戦! 掟やぶりの激闘編!!,Movie,1,"Nov 2, 1991",Unknown,Fuji TV,VIZ Media,Unknown,Manga,1 hr. 14 min.,PG-13 - Teens 13 or older,2519.0,3804,18206,21,204,14906,171,105,2820,866.0,1201.0,2336.0,3093.0,1478.0,713.0,197.0,81.0,32.0,25.0
419,Samurai Deeper Kyou,6.92,"Adventure, Comedy, Historical, Supernatural, Samurai, Shounen",Samurai Deeper Kyo,SAMURAI DEEPER KYO,TV,26,"Jul 2, 2002 to Dec 24, 2002",Summer 2002,Starchild Records,"Media Blasters, NYAV Post",Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3924.0,2275,49129,212,2009,29111,2646,3279,12084,1296.0,2385.0,5182.0,7157.0,4020.0,2242.0,1132.0,540.0,329.0,194.0
420,Spriggan,6.68,"Adventure, Military, Sci-Fi, Shounen",Spriggan,スプリガン,Movie,1,"Sep 5, 1998",Unknown,"TBS, Nichion",ADV Films,Studio 4°C,Manga,1 hr. 30 min.,R - 17+ (violence & profanity),5022.0,3621,20495,42,384,13805,198,167,5941,382.0,818.0,1976.0,3020.0,2270.0,1207.0,534.0,187.0,99.0,63.0
421,Stratos 4,6.66,"Comedy, Military, Sci-Fi, Shounen",Unknown,ストラトス・フォー,TV,13,"Jan 5, 2003 to Mar 30, 2003",Winter 2003,Bandai Visual,Bandai Entertainment,Studio Fantasia,Original,23 min. per ep.,PG-13 - Teens 13 or older,5070.0,4949,9787,27,352,5062,394,496,3483,155.0,262.0,647.0,1186.0,866.0,483.0,194.0,87.0,36.0,15.0
422,Stratos 4 OVA,6.73,"Comedy, Military, Sci-Fi, Shounen",Unknown,ストラトス・フォー OVA,OVA,2,"May 25, 2004 to Aug 1, 2004",Unknown,Bandai Visual,Bandai Entertainment,Studio Fantasia,Original,30 min. per ep.,PG-13 - Teens 13 or older,4737.0,7867,2935,2,79,1849,62,53,892,57.0,84.0,213.0,424.0,285.0,122.0,45.0,14.0,8.0,7.0
423,Stratos 4 Advance,6.85,"Comedy, Military, Sci-Fi, Shounen",Unknown,ストラトス・フォー アドヴァンス,OVA,6,"Mar 5, 2005 to Jan 27, 2006",Unknown,Bandai Visual,Unknown,Studio Fantasia,Original,26 min. per ep.,PG-13 - Teens 13 or older,4219.0,7638,3217,2,109,1968,102,87,951,70.0,98.0,283.0,466.0,282.0,120.0,49.0,13.0,10.0,8.0
424,Dirty Pair,7.18,"Adventure, Comedy, Police, Sci-Fi",Dirty Pair,ダーティペア,TV,24,"Jul 15, 1985 to Dec 26, 1985",Summer 1985,Studio Nue,Nozomi Entertainment,Sunrise,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,2840.0,3515,21621,156,1581,5783,1146,750,12361,267.0,518.0,1198.0,1616.0,809.0,364.0,119.0,46.0,21.0,19.0
425,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,6.44,"Comedy, Sports, Shounen Ai",Araiso Private High School Student Council Executive Committee,私立荒磯高等学校生徒会執行部,OVA,2,"Mar 29, 2002 to Jul 26, 2002",Unknown,"Movic, Tokuma Shoten",Unknown,Nippon Animation,Manga,26 min. per ep.,PG-13 - Teens 13 or older,6235.0,6058,5882,10,120,3808,82,136,1736,137.0,180.0,358.0,692.0,614.0,401.0,171.0,70.0,39.0,38.0
426,Final Fantasy,6.12,"Action, Adventure, Comedy, Fantasy",Legend of the Crystals:Final Fantasy,ファイナルファンタジー,OVA,4,"Mar 21, 1994 to Jul 21, 1994",Unknown,Square Enix,Urban Vision,Madhouse,Game,30 min. per ep.,PG-13 - Teens 13 or older,7690.0,4352,13412,25,281,7766,352,427,4586,248.0,331.0,614.0,1237.0,1302.0,880.0,537.0,216.0,127.0,92.0
427,Kaleido Star,7.94,"Comedy, Sports, Drama, Fantasy, Shoujo",Kaleido Star,カレイドスター,TV,51,"Apr 3, 2003 to Mar 27, 2004",Spring 2003,"TV Tokyo, Hal Film Maker, G&G Entertainment, HoriPro, MediaNet","ADV Films, Funimation","Gonzo, Production I.G",Original,23 min. per ep.,PG-13 - Teens 13 or older,619.0,1828,69324,1396,3155,37075,4091,3740,21263,4959.0,5902.0,7889.0,6593.0,2983.0,1392.0,363.0,139.0,74.0,76.0
428,Kaleido Star: Aratanaru Tsubasa - Extra Stage,7.52,"Adventure, Comedy, Sports, Drama, Shoujo",Kaleido Star:New Wings Extra Stage,カレイドスター ～新たなる翼～ EXTRA STAGE,OVA,1,"Sep 24, 2004",Unknown,Hal Film Maker,"ADV Films, Funimation",Gonzo,Original,24 min.,PG - Children,1521.0,4489,12466,24,171,9735,99,86,2375,687.0,1062.0,1668.0,1769.0,798.0,335.0,98.0,36.0,10.0,16.0
429,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,7.88,"Comedy, Drama, Shoujo",Kaleido Star:Legend of Phoenix - The Layla Hamilton Story,カレイドスター Legend of Phoenix ～レイラ・ハミルトン物語～,OVA,1,"Dec 11, 2005",Unknown,"Hal Film Maker, MediaNet",Funimation,Gonzo,Original,50 min.,PG - Children,702.0,4475,12569,39,195,9277,110,116,2871,903.0,1292.0,1842.0,1365.0,553.0,196.0,42.0,23.0,14.0,16.0
430,Fullmetal Alchemist: The Conqueror of Shamballa,7.57,"Military, Comedy, Historical, Drama, Fantasy, Shounen",Fullmetal Alchemist:The Movie - Conqueror of Shamballa,劇場版 鋼の錬金術師 シャンバラを征く者,Movie,1,"Jul 23, 2005",Unknown,"Aniplex, Square Enix, Shochiku, Mainichi Broadcasting System",Funimation,Bones,Manga,1 hr. 45 min.,PG-13 - Teens 13 or older,1361.0,506,279946,704,2361,245283,1253,776,30273,19794.0,31112.0,47730.0,44941.0,20077.0,8777.0,4298.0,1555.0,812.0,490.0
431,Howl no Ugoku Shiro,8.67,"Adventure, Drama, Fantasy, Romance",Howl's Moving Castle,ハウルの動く城,Movie,1,"Nov 20, 2004",Unknown,"d-rights, Tokuma Shoten",Walt Disney Studios,Studio Ghibli,Novel,1 hr. 59 min.,G - All Ages,51.0,98,847414,17845,8733,754791,2283,947,80660,186983.0,167309.0,137336.0,62317.0,18427.0,6427.0,2246.0,737.0,351.0,668.0
432,Iria: Zeiram The Animation,7.07,"Action, Adventure, Space, Sci-Fi",Iria:Zeiram The Animation,イ・リ・ア ゼイラム The Animation,OVA,6,"Jun 23, 1994 to Nov 21, 1994",Unknown,Bandai Visual,"Media Blasters, Central Park Media, Discotek Media",Ashi Production,Original,27 min. per ep.,R - 17+ (violence & profanity),3358.0,3755,18690,95,808,9686,495,375,7326,420.0,750.0,1682.0,2469.0,1363.0,658.0,193.0,67.0,20.0,18.0
433,"Kumo no Mukou, Yakusoku no Basho",7.56,"Drama, Military, Romance, Sci-Fi",The Place Promised in Our Early Days,雲のむこう、約束の場所,Movie,1,"Nov 20, 2004",Unknown,Unknown,ADV Films,CoMix Wave Films,Original,1 hr. 30 min.,PG-13 - Teens 13 or older,1393.0,846,177428,726,4337,98242,2083,1145,71621,8563.0,13665.0,20929.0,18793.0,9152.0,4316.0,1916.0,779.0,322.0,229.0
434,Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,5.55,"Action, Adventure, Fantasy",Legend of Lemnear,Legend of Lemnear 極黒の翼 バルキサス,OVA,1,"Jul 25, 1989",Unknown,81 Produce,Central Park Media,AIC,Original,42 min.,R+ - Mild Nudity,9553.0,6056,5874,2,141,3726,75,75,1857,56.0,62.0,185.0,518.0,692.0,607.0,352.0,218.0,88.0,49.0
435,Magic Knight Rayearth,7.46,"Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",Magic Knight Rayearth,魔法騎士（マジックナイト）レイアース,TV,20,"Oct 17, 1994 to Mar 13, 1995",Fall 1994,Yomiuri Telecasting,"Media Blasters, Discotek Media",Tokyo Movie Shinsha,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1700.0,2168,53357,540,2232,30690,2417,2191,15827,2209.0,3232.0,6265.0,6991.0,3135.0,1447.0,446.0,128.0,68.0,45.0
437,Perfect Blue,8.48,"Dementia, Drama, Horror, Psychological",Perfect Blue,パーフェクトブルー,Movie,1,"Feb 28, 1998",Unknown,Rex Entertainment,"GKIDS, Manga Entertainment",Madhouse,Novel,1 hr. 20 min.,R+ - Mild Nudity,112.0,342,393287,9942,7418,256041,2456,1015,126357,50252.0,64305.0,54953.0,24495.0,8157.0,2979.0,1307.0,497.0,339.0,644.0
438,Phantom The Animation,6.54,"Action, Drama, Shounen",Phantom:The Animation,ファントム THE ANIMATION,OVA,3,"Feb 27, 2004 to Nov 26, 2004",Unknown,KSS,Media Blasters,Arcs Create,Visual novel,30 min. per ep.,R - 17+ (violence & profanity),5695.0,4501,12405,19,327,7201,229,276,4372,256.0,394.0,811.0,1455.0,1162.0,687.0,302.0,151.0,71.0,56.0
439,RG Veda,6.14,"Adventure, Drama, Fantasy",RG Veda,聖伝,OVA,2,"Jun 1, 1991 to Jun 21, 1992",Unknown,"KSS, Movic, Sony Music Entertainment",Central Park Media,animate Film,Manga,45 min. per ep.,PG-13 - Teens 13 or older,7600.0,5643,7092,15,166,4139,153,133,2501,135.0,187.0,327.0,706.0,680.0,510.0,293.0,129.0,72.0,28.0
440,Shoujo Kakumei Utena,8.2,"Comedy, Drama, Fantasy, Mystery, Psychological, Shoujo",Revolutionary Girl Utena,少女革命ウテナ,TV,39,"Apr 2, 1997 to Dec 24, 1997",Spring 1997,"TV Tokyo, Audio Tanaka","Nozomi Entertainment, Central Park Media",J.C.Staff,Original,23 min. per ep.,PG-13 - Teens 13 or older,306.0,948,156522,6311,12203,52178,9857,5351,76933,11079.0,10588.0,11035.0,7675.0,3531.0,1796.0,913.0,367.0,237.0,423.0
441,Shoujo Kakumei Utena: Adolescence Mokushiroku,7.6,"Dementia, Drama, Fantasy, Romance, Shoujo, Shoujo Ai",Revolutionary Girl Utena:The Adolescence of Utena,少女革命ウテナ　アドゥレセンス黙示録,Movie,1,"Aug 14, 1999",Unknown,Audio Tanaka,Central Park Media,J.C.Staff,Original,1 hr. 30 min.,R+ - Mild Nudity,1279.0,2584,38902,482,609,26623,379,269,11022,3062.0,3637.0,4873.0,4247.0,2258.0,1106.0,581.0,273.0,173.0,154.0
442,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,7.1,"Adventure, Comedy, Historical, Supernatural, Drama, Shounen",Naruto the Movie:Ninja Clash in the Land of Snow,劇場版　NARUTO　大活劇！雪姫忍法帖だってばよ!!,Movie,1,"Aug 21, 2004",Unknown,"Aniplex, Bandai, TV Tokyo Music, Shueisha",VIZ Media,Studio Pierrot,Manga,1 hr. 22 min.,PG-13 - Teens 13 or older,3203.0,683,215046,303,1551,202775,589,476,9655,11155.0,13254.0,27363.0,41911.0,23643.0,11356.0,3685.0,1415.0,655.0,476.0
443,Onegai☆Teacher: Himitsu na Futari,7.32,"Comedy, Ecchi, Romance, Sci-Fi",Unknown,おねがい☆ティーチャー ヒミツなふたり,OVA,1,"Oct 25, 2002",Unknown,"Bandai Visual, WOWOW, Lantis","Nozomi Entertainment, Bandai Entertainment",Daume,Original,21 min.,R - 17+ (violence & profanity),2262.0,2469,42389,61,467,36934,266,179,4543,2443.0,3537.0,6033.0,7429.0,3834.0,1787.0,610.0,275.0,139.0,107.0
444,Maria-sama ga Miteru: Haru,7.68,"Drama, Romance, School, Shoujo, Shoujo Ai",Maria Watches Over Us:Printemps,マリア様がみてる～春～,TV,13,"Jul 4, 2004 to Sep 26, 2004",Summer 2004,Unknown,Nozomi Entertainment,Studio Deen,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1082.0,3444,22423,79,728,14293,549,519,6334,1125.0,1903.0,3200.0,2801.0,1111.0,432.0,140.0,51.0,30.0,41.0
445,Tales of Eternia The Animation,6.21,"Adventure, Comedy, Romance, Fantasy",Tales of Eternia,テイルズ オブ エターニア THE ANIMATION,TV,13,"Jan 8, 2001 to Mar 26, 2001",Winter 2001,Unknown,Media Blasters,"Production I.G, Xebec",Game,22 min. per ep.,PG-13 - Teens 13 or older,7283.0,4145,15127,12,488,7653,568,677,5741,167.0,261.0,714.0,1540.0,1471.0,957.0,455.0,219.0,93.0,60.0
446,Weiß Kreuz Glühen,6.59,"Action, Drama, Shounen",Knight Hunters Eternity,ヴァイスクロイツ・グリーエン,TV,13,"Nov 28, 2002 to Mar 20, 2003",Fall 2002,"animate Film, Kids Station, Movic",Media Blasters,ufotable,Unknown,20 min. per ep.,R - 17+ (violence & profanity),5458.0,5134,8883,27,248,4593,330,452,3260,195.0,276.0,554.0,879.0,749.0,432.0,206.0,102.0,59.0,30.0
447,Weiß Kreuz,6.73,"Action, Drama, Shounen",Knight Hunters,Weiß kreuz　ヴァイス　クロイツ,TV,25,"Apr 9, 1998 to Oct 1, 1998",Spring 1998,"animate Film, Polygram Japan",Media Blasters,"Plum, Magic Bus",Original,23 min. per ep.,PG-13 - Teens 13 or older,4749.0,3986,16526,171,584,8247,943,1360,5392,395.0,632.0,1171.0,1706.0,1252.0,844.0,448.0,212.0,119.0,63.0
